ensembl_id	SRR349741	SRR349742	SRR349743	SRR349744	SRR349745	SRR349746	SRR349747	SRR349748	SRR349749	SRR349750	SRR349751	SRR349752
ENSG00000000003.14	7426	8294	6730	8942	11702	28195	7106	14433	30503	11516	39529	30064
ENSG00000000005.5	0	38	0	0	0	0	0	0	0	0	0	0
ENSG00000000419.12	12035	6552	4504	8162	7301	11586	6925	1443	5886	2309	3578	3290
ENSG00000000457.13	916	1097	1446	1256	2122	1862	1136	418	976	342	798	493
ENSG00000000460.16	3650	1266	2129	1577	4830	3763	1692	380	987	313	427	102
ENSG00000000938.12	833	1091	681	744	823	834	5845	188	602	264	188	114
ENSG00000000971.15	10211	7755	4422	9226	6835	5104	6276	411	1214	796	973	327
ENSG00000001036.13	6381	5778	4886	7089	5231	10038	7985	683	1550	759	979	759
ENSG00000001084.10	61696	22126	7264	57674	81262	86312	18992	2079	7233	3260	5649	3190
ENSG00000001167.14	8534	5045	8183	7519	9618	10218	4702	1290	4234	1450	3193	1810
ENSG00000001460.17	2806	1511	1194	1833	4694	4091	2705	367	1279	722	998	1308
ENSG00000001461.16	3621	3285	4262	3180	5609	7206	3847	1887	4662	1977	5588	6788
ENSG00000001497.16	910	1976	1216	1373	3576	2704	3065	509	842	380	1130	376
ENSG00000001561.6	2121	719	874	974	1211	491	2276	418	494	263	225	76
ENSG00000001617.11	9472	9544	6296	7840	7143	13151	8024	6557	14049	8234	14526	9872
ENSG00000001626.14	37	114	0	0	38	0	0	141	378	63	272	363
ENSG00000001629.9	18495	15812	11366	14042	13737	16717	15049	1569	4972	2241	3299	2037
ENSG00000001630.15	37918	16717	12273	32287	12415	28102	14509	8498	23013	11140	13643	8777
ENSG00000001631.15	8846	5761	3574	6281	5865	8024	6341	916	1797	741	1664	952
ENSG00000002016.17	150	341	639	357	1136	558	1355	76	454	225	76	226
ENSG00000002079.12	38	50	0	0	55	96	26	0	0	0	0	20
ENSG00000002330.13	6668	1638	1141	1217	637	1580	2152	416	818	492	1697	1406
ENSG00000002549.12	4881	5136	2050	5037	4546	8356	12565	1015	2583	1475	1916	1552
ENSG00000002586.18	8488	13254	7792	12517	11769	11877	15480	4439	12735	7344	9868	11388
ENSG00000002586.18_PAR_Y	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000002587.9	376	645	418	662	456	4975	504	3108	6868	1791	5811	1466
ENSG00000002726.20	0	38	0	0	0	38	152	569	2976	303	152	303
ENSG00000002745.12	190	0	0	76	38	338	152	0	38	0	0	0
ENSG00000002746.14	266	456	365	555	190	724	190	0	38	76	38	0
ENSG00000002822.15	2557	1945	1322	1836	2448	4172	3359	264	378	228	929	736
ENSG00000002834.17	10796	13903	12070	16420	14134	23707	27205	3771	6150	3285	4939	4341
ENSG00000002919.14	5046	4999	3262	7403	3608	6296	6573	2532	5432	2680	4631	4034
ENSG00000002933.7	2906	3120	1094	2739	2113	1481	5229	364	565	114	228	114
ENSG00000003056.7	21879	18874	32300	19816	30379	31366	43012	3624	8575	3826	6399	4117
ENSG00000003096.13	7065	3520	1927	8157	24092	14245	5641	380	1100	571	758	304
ENSG00000003137.8	339	870	190	662	164	787	730	38	304	76	227	114
ENSG00000003147.17	226	408	190	1774	228	114	369	76	532	339	511	493
ENSG00000003249.13	526	1441	342	1111	759	3541	1029	1956	2899	1328	2715	2759
ENSG00000003393.14	3115	2393	2839	2955	4988	4042	4437	417	606	300	1226	872
ENSG00000003400.14	985	1137	1096	1240	1355	5441	1586	1364	3916	1746	3976	2980
ENSG00000003402.19	14862	9850	11803	7589	12754	22452	15440	7867	24576	5808	19272	21960
ENSG00000003436.14	1403	2111	1222	1921	2667	4845	2862	114	721	189	508	109
ENSG00000003509.15	3211	2360	1070	3577	2600	3650	2489	264	892	189	699	190
ENSG00000003756.16	2578	5448	4029	5954	4873	4741	8540	1382	2930	1873	4062	2271
ENSG00000003987.13	117	179	62	190	190	287	225	0	0	0	76	0
ENSG00000003989.16	225	7548	1162	3740	1590	1650	4341	2534	5614	2727	3275	1776
ENSG00000004059.10	14446	18598	9810	12904	12387	25412	13090	6080	17153	10825	12379	12738
ENSG00000004139.13	2302	3077	2284	3885	1726	1336	1965	228	607	266	248	294
ENSG00000004142.11	4460	7967	3253	8914	7555	10097	8251	2226	4806	2832	4869	3000
ENSG00000004399.12	5678	5928	4414	3544	3155	6302	12370	265	376	418	263	120
ENSG00000004455.16	9471	9002	9826	11520	10644	19929	16376	3411	10944	4602	6588	4380
ENSG00000004468.12	1582	8297	0	4890	1357	683	565	340	833	190	304	113
ENSG00000004478.7	10089	12089	19057	12048	24468	34527	35940	3770	12867	3933	15539	16713
ENSG00000004487.15	8299	8575	9218	9881	9480	19499	41583	1142	1823	1392	2192	1702
ENSG00000004534.14	1188	2650	1381	3063	3003	2214	2992	608	863	607	1080	1063
ENSG00000004660.14	1687	4355	1099	2835	1628	2146	1993	302	418	301	526	318
ENSG00000004700.15	10094	6433	15097	7282	15764	10856	13515	820	13485	3054	9124	25444
ENSG00000004766.15	16049	7239	5932	8180	7090	12636	5959	2284	7638	2521	5389	4222
ENSG00000004776.11	0	227	454	114	342	190	76	0	0	38	38	0
ENSG00000004777.18	380	268	341	1998	54	167	413	76	76	0	151	0
ENSG00000004779.9	7130	5846	3755	6137	8027	12429	7174	1692	4965	1975	3208	2158
ENSG00000004799.7	76	342	152	152	720	569	901	0	114	152	108	152
ENSG00000004809.13	103	0	75	38	0	140	38	0	0	0	13	0
ENSG00000004838.13	38	8	0	0	1	2	38	0	0	0	8	23
ENSG00000004846.16	0	38	37	38	0	119	0	0	33	0	0	0
ENSG00000004848.7	0	0	0	0	24	0	29	145	38	106	0	38
ENSG00000004864.13	8028	5674	1399	4312	5667	6767	9574	1174	1757	633	1893	1546
ENSG00000004866.19	3214	5338	3949	3538	5308	6503	5312	1023	2003	1100	749	872
ENSG00000004897.11	18064	14955	9935	20856	16426	28054	16581	2307	8041	2684	3994	3017
ENSG00000004939.13	0	0	0	0	38	38	0	0	0	0	0	0
ENSG00000004948.13	114	152	152	76	0	65	76	0	0	0	0	0
ENSG00000004961.14	455	570	528	417	665	1889	604	152	304	114	418	114
ENSG00000004975.11	8454	10812	4659	13023	8279	9301	6922	2235	3189	2098	2280	2354
ENSG00000005001.9	5740	415	4139	2129	2602	9067	3990	11048	47541	2307	23223	8291
ENSG00000005007.12	2792	3300	2647	4779	3848	6250	6673	1020	1481	711	1329	619
ENSG00000005020.12	10713	8972	9676	7777	13994	13270	10850	2848	7457	4765	6986	5255
ENSG00000005022.5	30012	28108	10357	19246	96646	41326	42370	6347	18924	7542	13406	9053
ENSG00000005059.15	7355	3427	1776	2651	2710	5470	4579	643	2426	455	1193	874
ENSG00000005073.5	114	152	224	228	150	0	38	22	0	0	0	0
ENSG00000005075.15	10431	4743	3517	5795	3605	5897	4099	1413	2820	1629	2689	2081
ENSG00000005100.12	2237	2905	1282	6798	5533	4523	3721	232	397	152	324	38
ENSG00000005102.12	38	532	38	452	7290	4125	304	114	37	38	114	38
ENSG00000005108.15	190	1520	655	1000	1419	949	706	0	38	0	76	0
ENSG00000005156.11	14575	11102	5512	15170	14161	15418	15990	2764	6926	3731	4873	4218
ENSG00000005175.9	10887	6289	4889	12021	8074	14269	17655	1663	5029	1552	2472	1554
ENSG00000005187.11	1006	792	858	680	1175	2482	719	359	667	333	338	190
ENSG00000005189.19	528	266	239	494	1062	1167	2229	340	445	376	304	297
ENSG00000005194.14	6431	4830	1213	6912	5517	10290	5875	1853	3895	2133	3018	2841
ENSG00000005206.16	2388	3350	1477	5549	2860	2998	2673	973	1398	975	1246	1134
ENSG00000005238.19	2140	3682	2648	2531	4404	2498	4069	2369	7462	1735	4109	3247
ENSG00000005243.9	4459	5576	4531	3353	2294	3720	4394	149	526	152	264	204
ENSG00000005249.12	532	380	570	377	530	454	569	38	114	152	190	38
ENSG00000005302.17	1817	2540	1280	1971	1741	4255	1932	608	2052	795	1678	1175
ENSG00000005339.14	6946	8455	9762	9681	13128	12434	13164	1743	2202	1417	2789	1555
ENSG00000005379.15	280	834	233	190	498	152	114	38	189	16	76	133
ENSG00000005381.7	0	0	38	38	0	76	0	0	0	0	0	0
ENSG00000005421.8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000005436.13	6590	4510	2985	7003	8148	5271	3915	1011	2122	1263	1524	1262
ENSG00000005448.16	3602	2438	1760	6075	1791	3065	6913	0	228	76	190	0
ENSG00000005469.11	7834	2642	4013	2610	2569	4233	2736	1413	7826	4374	4239	4938
ENSG00000005471.15	75	161	114	38	0	164	100	0	76	0	0	0
ENSG00000005483.20	17350	10966	6849	11101	9205	13217	13350	1794	4206	1265	3657	2731
ENSG00000005486.16	12395	22522	4648	8461	23322	15487	7932	1586	3701	1905	4034	2946
ENSG00000005513.9	236	176	159	0	126	81	0	180	97	40	31	0
ENSG00000005700.14	6348	6899	6563	6535	8155	8975	11131	1851	3836	2070	4011	2499
ENSG00000005801.16	3134	3973	1975	3062	8074	7461	3236	342	1952	641	1370	721
ENSG00000005810.17	7347	18597	5796	21829	27943	17490	23679	2754	9206	4859	12222	3530
ENSG00000005812.10	14755	12512	8782	18781	20445	20692	11491	4274	15967	8119	13503	9423
ENSG00000005844.17	1059	1100	114	372	678	380	2985	228	674	418	185	217
ENSG00000005882.11	2461	2694	2044	2185	1367	4943	2841	755	2237	1324	1746	1245
ENSG00000005884.17	17956	17523	9914	15500	5170	17452	17330	1996	2537	1199	2273	711
ENSG00000005889.15	14911	21896	6884	11165	6650	25523	6992	1744	4213	2460	5294	2498
ENSG00000005893.15	81723	38967	59832	40375	140099	69986	61971	18265	65368	28305	42253	36970
ENSG00000005961.17	124	76	0	114	114	0	228	0	0	0	0	0
ENSG00000005981.12	0	0	0	38	0	0	0	0	0	0	0	0
ENSG00000006007.11	13275	12662	7684	14709	12677	18275	15993	2983	8491	4397	7677	4383
ENSG00000006015.17	2885	2424	1592	2888	2976	4660	2718	446	682	418	645	530
ENSG00000006016.10	189	228	1871	243	6614	342	1314	114	151	152	192	116
ENSG00000006025.11	152	239	227	490	207	172	186	38	152	114	38	0
ENSG00000006042.11	3947	6799	4123	4352	6468	2349	2797	152	796	415	873	948
ENSG00000006047.12	189	0	38	38	75	0	304	0	0	26	77	0
ENSG00000006059.3	0	152	189	42	37	152	4	76	496	418	406	180
ENSG00000006062.13	707	1041	566	868	871	793	1654	263	643	456	531	448
ENSG00000006071.12	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006116.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006118.14	5355	7777	9322	8866	2966	8261	9109	410	1254	568	828	1399
ENSG00000006125.16	21812	11235	11789	38265	29768	27086	28146	985	3348	1254	3269	1568
ENSG00000006128.11	0	0	0	0	76	38	0	0	0	0	0	0
ENSG00000006194.9	1151	1478	1164	2474	1758	1927	1858	225	266	155	228	234
ENSG00000006210.6	5779	603	342	5175	1214	1895	2972	75	114	76	266	114
ENSG00000006282.20	4461	5048	3173	2640	1814	1139	4389	645	1271	645	950	996
ENSG00000006283.17	24	152	150	90	38	20	20	0	20	38	58	0
ENSG00000006327.13	13132	8701	15429	9036	6414	10522	15995	114	494	151	418	645
ENSG00000006377.10	1736	1315	141	1176	1023	619	530	63	0	58	31	28
ENSG00000006432.15	1748	3353	4134	2648	1852	6653	3992	3595	10809	1959	11495	11889
ENSG00000006451.7	8260	13932	5309	9061	16554	15820	11168	5045	16039	8166	16409	14399
ENSG00000006453.13	12594	4547	3966	5639	4118	6505	7491	1842	4421	3137	6920	4828
ENSG00000006459.10	6454	16198	4763	16063	11162	14370	17628	2051	7228	2155	5026	2224
ENSG00000006468.13	1516	3002	2049	23423	10477	1442	3200	189	455	228	682	190
ENSG00000006530.15	5299	6899	3008	6570	5653	6289	7615	877	1327	1081	1508	1058
ENSG00000006534.15	441	830	640	226	266	1252	1203	2627	4699	6464	4587	3668
ENSG00000006555.10	6974	8195	2136	2868	2446	13550	5495	19677	33946	11861	29279	18889
ENSG00000006576.16	5108	6683	4305	7489	4901	6238	7168	342	1098	794	910	760
ENSG00000006606.8	114	113	0	379	942	180	189	0	0	0	0	0
ENSG00000006607.13	4724	9137	3707	9082	8064	12247	9380	1858	4042	2036	3231	1762
ENSG00000006611.15	0	0	0	38	187	0	0	0	0	0	0	0
ENSG00000006625.17	10069	14058	5683	12864	29146	22371	12882	1995	10306	4279	5819	6286
ENSG00000006634.7	6170	1895	919	3297	2307	3303	3477	266	719	313	303	341
ENSG00000006638.11	76	152	190	62	111	38	38	38	0	0	0	0
ENSG00000006652.13	7391	6512	7393	12045	12486	10564	7069	1871	7013	2174	8038	11807
ENSG00000006659.12	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006695.10	3787	5937	1803	4712	4396	12257	2859	1772	3556	1900	2724	1557
ENSG00000006704.10	2954	7435	4397	5343	3885	7142	3802	1922	5023	1365	4177	2646
ENSG00000006712.14	1516	1518	1573	10894	1698	4234	2190	236	2181	1166	2233	2060
ENSG00000006715.15	16559	19778	11325	18311	38699	25723	17321	4901	12654	6574	8193	8987
ENSG00000006740.16	82	342	720	490	604	720	190	114	76	114	67	36
ENSG00000006744.18	1914	3505	1935	4409	3043	5024	4067	532	1138	568	1292	682
ENSG00000006747.14	76	228	342	873	1046	589	114	493	1631	1744	3753	1840
ENSG00000006756.15	3779	3923	2889	3159	2320	7519	2909	1630	1899	1542	4196	1639
ENSG00000006757.11	719	1113	1140	760	568	2699	983	516	1248	682	1986	760
ENSG00000006788.12	38	0	0	0	149	0	0	0	0	0	0	0
ENSG00000006831.9	3702	8278	14297	7940	10324	10916	26958	2613	7392	2495	12019	4681
ENSG00000006837.11	175	265	169	227	248	307	76	0	76	38	75	38
ENSG00000007001.12	68	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007038.10	0	374	1178	3292	1827	1383	1930	33	38	0	38	0
ENSG00000007047.14	1241	1689	1440	2217	1476	2329	1119	402	1072	575	826	387
ENSG00000007062.11	189	190	114	64	1375	5159	0	0	0	0	0	0
ENSG00000007080.10	1475	929	1100	1668	1284	3000	1355	289	456	228	1399	952
ENSG00000007129.17	0	38	38	38	114	0	151	38	76	0	38	38
ENSG00000007168.12	26910	34962	23009	35678	29998	49878	31776	7926	21902	11220	15075	11779
ENSG00000007171.16	76	0	76	150	38	0	152	76	0	0	0	0
ENSG00000007174.17	0	38	74	38	0	266	266	0	0	0	0	38
ENSG00000007202.14	22367	41479	20149	30158	25491	45196	32565	6569	13385	6525	12942	8179
ENSG00000007216.14	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007237.18	984	3541	2166	1699	2822	2159	4843	1528	4575	1210	5289	2191
ENSG00000007255.10	1176	1212	1183	1500	972	566	1538	190	565	418	451	303
ENSG00000007264.14	152	169	494	131	114	39	1732	196	95	68	390	46
ENSG00000007306.14	0	304	0	0	152	2424	0	34672	61360	1443	38272	4063
ENSG00000007312.12	114	190	0	75	342	114	562	0	75	38	76	76
ENSG00000007314.11	0	0	0	72	0	0	152	0	0	0	0	0
ENSG00000007341.18	3914	4222	1214	2935	5074	6039	6068	570	1856	884	1125	1072
ENSG00000007350.16	0	0	0	0	0	0	38	0	0	0	0	0
ENSG00000007372.20	594	146	335	1071	1515	3356	378	112	227	38	152	38
ENSG00000007376.7	3078	4324	1691	3083	4636	6314	3790	1138	1745	1064	1387	884
ENSG00000007384.15	3504	2679	871	1972	2872	3036	2230	739	2953	1246	2709	2377
ENSG00000007392.16	342	896	391	1322	1567	1244	616	114	113	76	341	114
ENSG00000007402.11	324	142	1798	183	220	103	338	1022	0	677	141	114
ENSG00000007516.13	454	747	581	1139	1139	1333	1132	73	611	265	600	427
ENSG00000007520.3	3859	3946	2013	3056	3677	4827	3939	794	1441	911	1843	1327
ENSG00000007541.16	4746	4625	1698	2667	4064	3588	5390	1928	2342	950	2496	1572
ENSG00000007545.15	1507	1606	1150	1732	1730	2308	2388	266	494	190	645	342
ENSG00000007866.18	6584	7393	4005	6728	4837	10815	3843	3434	7490	3201	5171	4551
ENSG00000007908.15	228	3055	266	1099	17048	7011	3183	76	1177	266	306	228
ENSG00000007923.15	1705	3592	2162	3337	4294	4531	5613	1263	2372	828	1558	1090
ENSG00000007933.12	830	418	190	792	342	178	488	112	378	114	122	358
ENSG00000007944.14	1289	6087	1139	5690	4120	4151	3606	948	2546	604	998	830
ENSG00000007952.17	106	69	54	38	50	162	80	0	0	38	0	20
ENSG00000007968.6	683	342	304	531	1103	1153	3516	522	606	683	527	172
ENSG00000008018.8	2647	3400	1932	6804	4075	5788	5457	304	947	569	1063	1131
ENSG00000008056.12	0	152	190	171	171	158	118	0	0	20	32	0
ENSG00000008083.13	3109	2565	3545	3728	2963	3264	5045	759	1194	587	1937	1018
ENSG00000008086.11	1815	5602	3163	6545	4125	8304	3388	3618	13368	2965	11780	5296
ENSG00000008118.9	0	0	0	38	75	76	114	0	0	0	0	0
ENSG00000008128.22	318	421	266	293	569	256	342	114	304	412	264	301
ENSG00000008130.15	1771	1601	1763	1458	1759	1677	4451	493	793	266	1024	683
ENSG00000008196.12	0	0	304	0	37	0	0	266	262	494	380	114
ENSG00000008197.4	0	0	0	38	479	0	0	0	0	0	0	0
ENSG00000008226.19	451	884	977	910	2363	573	1394	940	2268	652	2366	2031
ENSG00000008256.15	1285	3707	1971	2562	4097	2569	3804	114	304	378	518	586
ENSG00000008277.14	579	869	1000	254	651	417	381	0	38	38	69	38
ENSG00000008282.8	33778	35210	19713	24568	23227	57889	25117	8919	28082	15931	24016	15761
ENSG00000008283.15	6015	14125	5756	9728	8917	11948	6021	4086	11286	5657	9376	6565
ENSG00000008294.20	8103	14435	10083	19673	17996	15185	21501	1216	3927	1518	3790	2404
ENSG00000008300.15	5947	986	6803	1593	5528	977	1273	228	265	38	114	36
ENSG00000008311.14	1140	1521	929	6818	1404	2233	2946	481	1402	682	898	265
ENSG00000008323.15	2479	3890	3587	3407	2561	8443	9726	3841	10529	8337	13772	16982
ENSG00000008324.10	253	38	114	337	190	225	303	38	38	0	0	101
ENSG00000008382.15	1446	1327	676	1578	1405	1645	1923	719	1181	649	1031	815
ENSG00000008394.12	6979	5463	1012	4073	1540	0	895	982	2878	380	945	2918
ENSG00000008405.11	2540	2334	1968	4883	5672	2322	3017	679	2405	1593	1705	2613
ENSG00000008438.4	0	0	0	0	114	0	0	0	0	0	0	0
ENSG00000008441.16	1062	3984	2717	3706	3510	2645	2955	3144	3741	2737	3173	2134
ENSG00000008513.14	4269	1927	3383	8521	2884	1508	9741	898	985	530	1496	1402
ENSG00000008516.16	38	190	76	114	114	152	218	114	0	0	143	0
ENSG00000008517.16	5216	6325	2418	5888	6063	5983	8127	585	1448	742	497	668
ENSG00000008710.18	3630	5501	2498	5110	6131	6213	4532	1025	1212	532	1134	570
ENSG00000008735.13	1519	984	644	302	636	301	5561	152	716	190	745	151
ENSG00000008838.18	1058	2148	1890	2858	3624	3999	9675	410	1050	565	760	452
ENSG00000008853.16	1163	2672	1617	1465	1780	2761	4872	343	156	191	328	76
ENSG00000008869.11	5637	5856	3663	3711	5926	7861	5908	1417	3411	1822	2984	1776
ENSG00000008952.16	7568	7914	8015	7835	15645	7598	10448	300	1254	607	1278	646
ENSG00000008988.9	59383	43343	52366	79512	57589	99018	41317	20078	67183	36424	39067	27732
ENSG00000009307.15	22217	36137	21565	32364	32280	66898	55609	7917	21379	9852	20863	14178
ENSG00000009335.17	23093	42400	20206	27787	28889	42560	43677	3532	11612	6882	9021	6154
ENSG00000009413.15	7202	10319	4646	17335	7939	16000	11946	1442	2408	1248	2272	1177
ENSG00000009694.13	37	60	152	2825	114	114	135	38	38	38	0	38
ENSG00000009709.11	114	0	0	0	152	0	0	0	0	0	0	0
ENSG00000009724.16	0	114	38	186	228	0	38	0	61	0	26	0
ENSG00000009765.14	38	0	0	76	0	0	0	25	0	0	0	0
ENSG00000009780.15	2650	2706	2086	2195	2685	6013	3173	604	2347	1365	1292	1325
ENSG00000009790.14	1310	838	266	613	1288	750	1574	266	573	265	341	161
ENSG00000009830.11	949	1817	673	949	632	1307	2284	38	260	38	141	0
ENSG00000009844.15	21346	16393	13536	20313	12058	34594	19359	5274	21438	8347	15044	13276
ENSG00000009950.15	0	224	96	114	228	75	76	0	0	0	38	0
ENSG00000009954.10	5617	7582	3934	7725	7348	8066	16018	646	721	595	1388	514
ENSG00000010017.12	5857	6763	6619	10403	8453	9864	7091	10602	41507	11329	32159	23149
ENSG00000010030.13	1027	341	152	938	301	304	1135	75	342	99	190	76
ENSG00000010072.15	4700	3045	1442	5770	9676	6789	3256	551	1975	1215	1481	1363
ENSG00000010165.19	3202	2461	3161	2676	6815	4912	4100	531	1311	525	1101	564
ENSG00000010219.13	1630	2158	2882	2213	3252	1311	1896	601	1342	925	1328	646
ENSG00000010244.17	42847	39050	28320	52360	44838	64871	48693	16068	46725	19796	40460	33768
ENSG00000010256.10	16832	14967	9719	19457	19036	22482	26397	6778	13698	6903	11947	8355
ENSG00000010270.13	3299	2205	4398	4217	7527	4603	2770	518	1056	340	694	605
ENSG00000010278.12	69443	46045	74284	67945	123875	121071	154026	11467	50857	29259	46034	33600
ENSG00000010282.14	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000010292.12	24742	13526	17037	23256	39433	46213	91201	2612	5835	2796	4210	2317
ENSG00000010295.19	622	1391	736	701	545	644	918	35	114	36	38	38
ENSG00000010310.8	0	114	64	0	62	228	114	38	111	38	94	41
ENSG00000010318.20	608	418	228	1042	1096	720	1315	190	114	266	261	113
ENSG00000010319.6	76	175	114	380	342	266	412	0	0	0	102	38
ENSG00000010322.15	2262	5143	4023	4190	2503	2971	6822	1317	1932	987	2284	1854
ENSG00000010327.10	5958	12286	3714	4231	4834	4822	10977	1092	1417	1146	1933	1796
ENSG00000010361.13	317	1725	794	2278	1348	2787	1955	424	871	638	874	568
ENSG00000010379.15	0	76	114	152	38	38	0	0	0	0	0	0
ENSG00000010404.17	21029	17888	18765	13460	24834	26360	38139	5247	17551	6555	16719	14588
ENSG00000010438.16	76	1672	1176	2111	456	151	76	1770	6752	2942	6361	10015
ENSG00000010539.11	1570	911	760	2006	1723	2464	1434	266	341	76	418	266
ENSG00000010610.9	4465	3903	2597	2722	2814	2502	14950	455	1897	669	900	556
ENSG00000010626.14	1107	604	578	996	843	808	1102	114	228	0	223	112
ENSG00000010671.15	569	719	477	342	494	645	3454	266	114	76	322	190
ENSG00000010704.18	4533	1850	2729	3591	1860	1136	3369	605	702	832	608	228
ENSG00000010803.16	4320	4700	2594	2910	2736	4473	3442	422	1133	904	1203	582
ENSG00000010810.17	744	3243	1753	3109	2281	1024	1721	199	569	304	360	0
ENSG00000010818.8	6432	10055	5639	8737	7163	14991	10101	2145	4836	1385	3970	1770
ENSG00000010932.15	1439	4542	368	1618	1037	657	3947	292	541	152	570	139
ENSG00000011007.12	3527	4715	3596	5213	4356	9278	10886	1362	2009	1290	2266	1655
ENSG00000011009.10	1936	2073	1929	2123	1472	2467	3404	831	2044	1364	2536	1879
ENSG00000011021.21	450	695	425	1062	425	759	1073	228	76	0	190	76
ENSG00000011028.13	3837	15496	20512	7352	5716	8603	12687	1159	2686	1644	3033	1342
ENSG00000011052.21	21893	26683	11293	31162	22074	32880	22552	5008	16364	5963	8267	6330
ENSG00000011083.8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011105.11	7271	13804	14518	9964	6954	13157	17127	2014	2957	2559	2991	2040
ENSG00000011114.14	3184	6693	6459	4825	4660	11610	6493	1572	2980	1262	3243	2383
ENSG00000011132.11	1918	2078	1178	1259	1350	1834	1379	453	1128	407	1160	490
ENSG00000011143.16	1021	1210	717	2234	1870	1753	1744	532	608	418	417	532
ENSG00000011198.7	1287	794	1062	1673	1504	2157	1704	1365	5857	2107	4989	6726
ENSG00000011201.11	5786	2510	21700	4950	4967	6352	3865	490	681	302	949	494
ENSG00000011243.17	1398	1909	2333	2497	1629	2630	1769	266	988	324	1156	806
ENSG00000011258.15	4216	5977	3414	8555	5535	9039	5227	1435	3648	2427	2994	1726
ENSG00000011260.13	1253	1656	1626	3866	2158	2867	2706	226	596	339	378	264
ENSG00000011275.18	6034	7119	3847	5151	13836	5589	7748	1059	1287	867	1247	526
ENSG00000011295.15	5321	6750	2497	5928	4638	6641	4396	1171	2703	2282	3347	3318
ENSG00000011304.18	19731	16936	14103	27147	29060	37100	30920	6639	11378	6166	11175	6497
ENSG00000011332.19	266	1356	114	1665	417	2718	1434	0	0	0	0	0
ENSG00000011347.9	228	261	1489	155	185	38	484	114	0	0	38	152
ENSG00000011376.9	2359	4231	2455	4682	3535	3865	6157	758	1278	456	1150	642
ENSG00000011405.13	9347	20896	11986	19803	24584	30790	16426	2335	5952	3386	8036	3571
ENSG00000011422.11	3573	2396	1819	2023	3524	1632	5481	0	227	0	0	76
ENSG00000011426.10	14674	12471	4757	20307	40229	38903	19173	1874	3371	1748	2267	873
ENSG00000011451.17	5686	4692	4297	3303	4069	6227	5822	2345	2098	1514	1625	1485
ENSG00000011454.16	6193	6979	8883	12731	12381	18746	11335	1778	5358	2563	6397	4050
ENSG00000011465.16	33904	151770	69860	59400	61196	38839	117771	2593	5998	4386	9467	2903
ENSG00000011478.11	970	1405	1099	1329	605	2325	855	266	454	322	304	341
ENSG00000011485.14	4314	3412	3251	4388	3013	6109	3948	683	1211	754	1261	603
ENSG00000011523.13	9404	5610	4653	10804	5280	10579	4769	787	1974	1432	1254	1120
ENSG00000011566.14	6241	5064	4177	8073	7178	7160	5316	709	1019	879	2273	843
ENSG00000011590.13	38	0	38	26	0	76	76	0	0	0	38	0
ENSG00000011600.11	4188	3555	3382	2523	3097	2414	22208	303	760	568	450	796
ENSG00000011638.10	12178	6507	10746	12433	6001	26762	6682	6785	18727	8447	12279	17334
ENSG00000011677.12	1169	75	759	721	1550	76	418	0	76	0	38	0
ENSG00000012048.20	4071	2939	1988	5090	6075	9032	8773	416	708	342	701	468
ENSG00000012061.15	7878	5682	4270	6874	5540	12295	5465	3057	4690	2101	3737	2878
ENSG00000012124.15	76	114	0	78	114	113	565	0	0	0	74	0
ENSG00000012171.18	342	341	5962	641	187	1555	892	38	0	38	265	76
ENSG00000012174.11	4886	5600	2752	3185	4518	10945	3990	1094	2429	795	1476	1214
ENSG00000012211.12	345	1043	304	1520	1471	1960	872	304	476	114	174	228
ENSG00000012223.12	417	38	38	0	38	0	91	640	38	0	38	0
ENSG00000012232.8	6087	11578	13756	7410	7047	19492	13639	2076	4566	1989	3015	1692
ENSG00000012504.13	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000012660.13	31186	14825	11326	45050	27719	37084	21973	3318	8448	3368	5644	3770
ENSG00000012779.10	1349	1551	646	910	999	1241	6007	532	1249	417	963	456
ENSG00000012817.15	304	1880	815	1855	1327	0	1364	265	523	303	0	420
ENSG00000012822.15	4409	5946	6800	4675	3367	5836	6006	3916	7000	3066	6424	7278
ENSG00000012963.14	5311	3361	4288	3100	3721	5827	7951	798	1705	720	1328	948
ENSG00000012983.11	5017	13248	6980	11071	7845	12233	9399	925	4223	1965	3493	2040
ENSG00000013016.15	2563	10369	3830	4980	4957	6990	5010	14902	38769	25078	35812	25820
ENSG00000013275.7	14871	10163	9885	19183	10181	22178	14602	4019	8409	3886	8139	5730
ENSG00000013288.8	2214	3338	1969	1364	1226	1929	3516	304	819	340	528	211
ENSG00000013293.5	0	0	0	38	0	100	0	38	0	0	0	0
ENSG00000013297.10	152	408	594	114	226	112	266	38	141	76	216	38
ENSG00000013306.15	15360	17724	13394	15218	12353	24476	14072	7746	21101	12535	16500	16399
ENSG00000013364.18	11104	9187	8742	7332	7586	15459	13270	3678	6498	2709	6593	2459
