ensembl_id	SRR349741	SRR349742	SRR349743	SRR349744	SRR349745	SRR349746	SRR349747	SRR349748	SRR349749	SRR349750	SRR349751	SRR349752
ENSG00000244065.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244066.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244067.2	0	304	0	724	434	1006	0	0	12	52	159	75
ENSG00000244071.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244073.1	3221	4585	2351	4529	7058	11221	2833	1587	5679	3000	5515	2774
ENSG00000244076.1	85	24	18	165	542	317	128	0	117	50	93	49
ENSG00000244080.3	226	66	0	111	133	134	209	201	215	69	241	177
ENSG00000244081.1	0	0	0	0	0	0	0	38	0	0	0	0
ENSG00000244083.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244086.1	1964	2215	1968	3890	3652	5686	1741	574	2300	548	2099	1573
ENSG00000244088.1	38	0	0	114	38	38	0	0	0	0	114	38
ENSG00000244089.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244091.1	0	0	0	38	72	38	37	53	0	28	99	24
ENSG00000244094.1	2891	4454	3892	1323	4275	910	2107	25214	77971	2051	65921	21214
ENSG00000244097.1	868	1063	799	1366	2036	2010	1941	304	1251	608	1502	1704
ENSG00000244099.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244101.1	0	38	0	0	0	0	38	0	0	0	0	0
ENSG00000244104.3	37	74	37	81	57	73	0	139	59	38	75	34
ENSG00000244107.3	0	0	0	23	152	46	0	0	38	25	47	0
ENSG00000244112.3	160	199	91	939	217	939	2554	137	431	479	838	1570
ENSG00000244113.1	71	190	38	228	266	436	114	0	76	114	186	228
ENSG00000244115.1	8646	3615	3856	4997	5784	10161	4583	523	2410	716	1503	859
ENSG00000244116.3	795	632	262	775	1189	26	914	29	38	0	39	0
ENSG00000244119.1	289	228	155	150	452	284	114	76	76	76	38	38
ENSG00000244122.2	37469	32335	228	31477	24662	31917	10318	3733	14201	7134	10203	7801
ENSG00000244124.1	0	239	106	152	66	114	91	0	38	0	0	0
ENSG00000244125.1	0	0	0	36	38	0	0	0	0	0	0	0
ENSG00000244128.5	65	179	9	76	110	144	38	0	0	0	0	0
ENSG00000244130.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244131.2	0	0	0	38	0	0	20	0	0	0	0	0
ENSG00000244134.1	0	38	0	0	0	0	0	0	0	0	0	0
ENSG00000244137.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244139.3	85	23	0	57	173	116	116	23	86	85	84	0
ENSG00000244142.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244144.1	68	182	38	0	0	114	24	76	38	38	114	38
ENSG00000244146.1	199	100	20	198	176	414	40	20	80	100	137	101
ENSG00000244151.1	715	1562	728	1294	1129	1541	2493	196	452	248	254	312
ENSG00000244153.1	1088	1060	1135	2263	1099	1747	1057	190	1177	722	555	368
ENSG00000244155.1	0	0	0	38	0	0	0	111	508	534	591	647
ENSG00000244157.1	38	190	38	38	0	75	114	38	0	76	76	0
ENSG00000244158.1	123	0	67	80	0	0	65	0	7	0	52	0
ENSG00000244159.1	0	0	0	0	38	25	0	0	0	0	0	0
ENSG00000244161.1	1266	647	1480	1341	715	912	822	284	407	225	414	199
ENSG00000244165.1	725	924	636	1553	1154	2020	2480	102	694	177	667	612
ENSG00000244167.1	0	0	0	0	0	0	0	0	38	0	0	0
ENSG00000244169.3	38	0	0	0	0	58	0	0	0	0	40	46
ENSG00000244171.4	1373	1650	1210	3087	2686	2703	1359	911	1607	831	1389	879
ENSG00000244176.1	0	0	0	57	0	52	38	31	0	73	0	0
ENSG00000244183.1	76	152	111	152	304	256	114	114	76	106	190	0
ENSG00000244184.1	38	87	0	114	0	54	67	36	0	0	0	76
ENSG00000244187.7	4845	5501	6248	5516	4022	17831	5583	2577	8838	5376	6967	7422
ENSG00000244192.1	0	0	38	114	137	266	60	63	106	101	96	115
ENSG00000244193.1	0	76	0	76	336	190	0	38	0	0	0	29
ENSG00000244194.3	2939	2349	1646	4871	3847	7358	4976	2601	5292	5758	5634	3563
ENSG00000244196.1	304	1138	342	990	1405	1139	722	228	797	380	607	380
ENSG00000244197.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244198.5	1489	607	217	782	339	1243	770	76	287	14	58	114
ENSG00000244199.1	38	265	0	38	114	455	219	0	266	76	226	189
ENSG00000244203.2	0	0	0	26	0	11	0	0	0	0	0	0
ENSG00000244211.3	38	0	0	38	66	114	21	0	0	0	37	0
ENSG00000244213.1	151	114	114	152	119	190	76	0	114	228	380	76
ENSG00000244215.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244217.1	38	0	0	0	26	76	0	0	0	0	0	0
ENSG00000244218.3	61	38	0	137	91	98	22	21	28	0	55	22
ENSG00000244219.6	214	76	0	38	225	0	0	0	76	0	38	38
ENSG00000244222.2	0	0	0	0	0	0	0	0	0	0	38	0
ENSG00000244226.1	449	151	418	568	445	554	414	258	152	152	228	152
ENSG00000244227.6	0	75	0	76	0	0	0	0	0	0	0	0
ENSG00000244229.1	1517	797	530	1025	1023	1558	597	228	646	606	722	836
ENSG00000244230.3	163935	101151	89547	57786	77846	155330	53384	93230	164776	193801	75312	50230
ENSG00000244231.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244232.3	0	31	0	20	0	0	0	0	0	0	20	38
ENSG00000244234.1	76	190	76	228	190	190	190	0	0	38	27	38
ENSG00000244235.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244236.3	0	0	38	1147	361	865	823	38	148	129	395	476
ENSG00000244237.1	0	30	0	0	0	0	0	0	0	0	0	0
ENSG00000244239.1	0	0	0	45	0	0	0	0	14	0	0	38
ENSG00000244242.1	152	531	423	228	149	342	476	38	190	152	306	152
ENSG00000244244.2	38	0	0	228	342	266	76	76	266	76	114	152
ENSG00000244245.1	3889	2801	2343	4096	2030	4070	2137	684	2489	1240	1595	1284
ENSG00000244246.1	0	0	0	38	0	0	0	0	0	0	0	0
ENSG00000244247.1	0	0	0	0	152	0	0	0	0	0	0	0
ENSG00000244249.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244251.1	1932	2577	266	1935	1311	3292	719	493	2342	1246	1671	908
ENSG00000244253.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244255.5	4400	3236	4152	2215	3228	7475	8679	1073	1350	642	1116	718
ENSG00000244256.3	114	174	70	186	396	160	111	38	0	108	30	38
ENSG00000244257.5	1347	2607	1173	1787	2703	2246	1694	490	455	273	388	524
ENSG00000244259.1	186	111	151	343	152	490	374	38	151	190	417	152
ENSG00000244260.1	0	0	0	0	0	0	30	0	0	0	0	0
ENSG00000244264.3	17987	10271	9807	9171	10970	23510	10708	10657	23782	27934	13974	8305
ENSG00000244265.1	509	666	587	549	728	1033	935	285	715	138	408	277
ENSG00000244266.1	1139	303	149	1140	871	1098	481	190	414	189	889	930
ENSG00000244267.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244268.1	76	76	42	0	151	0	22	0	0	0	0	76
ENSG00000244270.1	419	850	189	412	75	438	216	190	668	177	297	327
ENSG00000244273.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244274.7	3612	3930	2538	4020	5240	8881	4658	1014	2992	743	3629	1272
ENSG00000244278.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244280.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244281.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244283.1	38	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244286.1	0	80	0	0	38	12	0	0	0	0	0	0
ENSG00000244289.1	227	683	339	819	570	1139	343	114	949	266	570	266
ENSG00000244292.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244294.3	0	38	20	36	0	71	36	35	0	72	0	34
ENSG00000244295.2	152	296	0	484	216	391	304	0	76	76	76	0
ENSG00000244296.3	0	35	0	0	38	0	0	0	0	0	0	0
ENSG00000244297.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244300.2	1172	225	114	376	110	189	114	0	0	38	0	38
ENSG00000244301.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244302.1	38	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244306.9	4214	4400	152	1211	2018	342	4086	0	0	0	0	38
ENSG00000244307.3	206	261	38	516	294	364	704	241	153	169	375	445
ENSG00000244308.2	226	150	76	258	187	416	76	488	822	527	222	213
ENSG00000244310.1	0	0	0	0	76	38	0	0	144	76	0	0
ENSG00000244313.3	27905	21119	13328	25840	24954	34820	17406	9979	23143	9926	16441	14728
ENSG00000244314.3	0	38	33	35	0	142	64	0	0	123	61	32
ENSG00000244318.3	0	0	0	25	0	0	38	0	0	0	0	0
ENSG00000244321.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244326.3	77	0	38	0	37	112	152	0	39	37	114	39
ENSG00000244327.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244328.3	38	158	71	0	114	74	0	38	103	34	182	103
ENSG00000244329.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244331.1	0	0	0	0	0	0	37	0	76	0	28	38
ENSG00000244332.1	140	38	38	190	303	223	96	0	0	0	0	38
ENSG00000244335.3	62	33	0	140	92	169	23	20	29	25	136	281
ENSG00000244337.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244342.5	0	0	0	0	75	38	0	0	0	0	0	0
ENSG00000244345.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244346.1	30	0	0	45	76	62	37	0	38	0	0	0
ENSG00000244349.1	0	0	114	38	0	0	0	76	0	0	0	0
ENSG00000244355.7	0	31	119	0	0	21	38	0	0	0	0	0
ENSG00000244356.3	35	0	0	124	76	123	53	0	0	58	21	140
ENSG00000244357.3	76	38	76	117	34	76	239	38	38	75	167	35
ENSG00000244358.1	0	0	0	80	0	38	0	0	0	38	0	0
ENSG00000244361.1	304	304	143	304	113	35	228	0	152	36	76	38
ENSG00000244362.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244363.3	8312	7678	8095	14703	12849	13821	6525	2308	10080	4700	5302	4230
ENSG00000244371.2	76	114	76	76	38	76	152	0	38	0	76	76
ENSG00000244372.3	76	38	0	38	0	0	0	38	0	0	0	0
ENSG00000244376.3	99	68	35	44	79	115	69	0	53	97	81	45
ENSG00000244378.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244380.1	266	92	195	227	252	189	408	0	76	38	49	105
ENSG00000244381.1	266	683	190	651	252	639	406	228	552	297	557	265
ENSG00000244382.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244383.1	76	1149	31	144	148	615	76	4220	6808	2890	8556	7186
ENSG00000244384.3	49236	41107	31444	47216	16966	37889	42735	36522	51704	56565	44028	49902
ENSG00000244389.3	3057	3264	2746	10355	8936	19612	5098	4316	9732	12746	15528	6726
ENSG00000244390.2	759	679	342	934	339	922	493	114	676	380	304	228
ENSG00000244391.3	0	0	38	10	76	67	0	0	38	0	0	0
ENSG00000244392.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244395.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244398.1	19116	15698	7575	9034	19037	24088	13323	3071	11838	6987	7105	7017
ENSG00000244399.3	0	66	37	55	0	67	56	0	0	34	38	0
ENSG00000244400.2	0	0	38	0	0	0	0	0	0	0	0	0
ENSG00000244402.3	148	137	70	200	184	339	100	59	621	103	163	0
ENSG00000244404.3	0	0	0	0	0	121	63	0	92	0	64	35
ENSG00000244405.7	7899	3803	4212	11313	4474	8102	9436	189	332	340	304	38
ENSG00000244411.3	0	0	38	0	0	0	0	0	0	0	0	0
ENSG00000244413.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244414.6	455	329	190	531	380	226	152	0	76	38	0	0
ENSG00000244422.3	0	0	0	24	38	0	25	0	0	0	0	38
ENSG00000244425.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244427.1	455	684	455	784	675	1461	175	114	608	409	456	380
ENSG00000244429.1	0	38	0	38	38	0	0	0	38	0	0	0
ENSG00000244432.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244436.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244437.1	1379	1109	114	1948	690	38	1198	0	109	51	0	0
ENSG00000244441.1	0	0	0	0	0	0	0	0	32	0	0	0
ENSG00000244451.1	0	114	0	76	112	0	38	0	0	0	76	0
ENSG00000244456.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244457.2	8205	5091	5097	12498	7469	8028	13517	1846	4579	2127	4767	3844
ENSG00000244459.2	0	152	38	38	38	0	152	0	0	0	0	38
ENSG00000244461.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244462.7	19671	12898	10895	15532	16730	22914	15294	3093	5012	3622	5300	3914
ENSG00000244464.1	6	0	0	0	38	0	0	0	0	0	0	0
ENSG00000244468.1	0	25	0	5	0	38	38	38	65	0	0	0
ENSG00000244470.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244471.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244474.5	33922	23603	228	25837	17803	27619	8908	2963	10321	5705	7602	6055
ENSG00000244476.2	0	0	34	76	76	38	114	0	0	0	38	0
ENSG00000244479.6	2189	1022	357	1092	979	2384	1019	126	302	38	368	221
ENSG00000244480.1	38	38	0	0	177	2	152	0	38	0	38	0
ENSG00000244482.10	167	265	203	345	443	113	1085	38	0	0	0	0
ENSG00000244485.1	649	873	453	1821	754	2466	1858	454	1585	760	1086	1797
ENSG00000244486.8	418	2230	564	866	793	754	831	0	83	0	0	0
ENSG00000244490.1	411	675	493	711	492	772	481	152	264	242	251	244
ENSG00000244491.1	3121	976	1376	767	1481	2492	2709	1332	2761	1235	1993	1569
ENSG00000244493.1	61	114	83	18	24	0	123	13	93	61	0	8
ENSG00000244501.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244502.2	0	0	0	38	36	0	38	38	0	0	0	0
ENSG00000244503.1	31	31	61	61	59	121	81	0	0	31	59	89
ENSG00000244509.3	9373	5471	4989	11282	11984	12956	17716	2604	4726	3416	4079	2750
ENSG00000244510.1	0	76	0	0	0	7	38	27	0	60	0	0
ENSG00000244512.3	32	0	0	23	0	0	0	0	0	0	0	0
ENSG00000244513.6	1795	1763	1726	1631	2562	2714	2341	385	1900	878	1405	1253
ENSG00000244514.3	1631	1107	227	544	925	1286	553	533	1027	1274	814	436
ENSG00000244515.1	0	76	38	282	76	189	220	0	0	0	38	38
ENSG00000244521.3	0	0	0	22	22	111	33	0	0	90	0	0
ENSG00000244527.1	705	640	249	787	964	940	836	336	1001	336	709	474
ENSG00000244528.1	44	24	0	8	16	103	0	0	0	0	27	0
ENSG00000244532.1	0	28	66	226	53	129	97	62	0	20	99	124
ENSG00000244534.3	23	0	107	0	97	124	106	0	61	23	184	241
ENSG00000244535.1	38	38	38	379	152	301	114	38	227	114	191	76
ENSG00000244537.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244538.1	4132	1677	1589	5455	4923	5075	3050	1219	2552	1673	2171	1754
ENSG00000244540.2	24	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244541.5	0	0	197	0	0	0	0	0	0	0	0	38
ENSG00000244544.2	0	0	0	71	27	122	55	0	0	34	0	37
ENSG00000244545.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244550.1	0	0	0	0	38	0	0	0	0	0	0	0
ENSG00000244551.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244556.1	0	108	38	68	189	194	212	0	76	38	76	0
ENSG00000244558.5	76	38	0	0	0	0	38	0	0	0	0	0
ENSG00000244559.1	0	37	0	38	0	38	38	0	0	0	0	0
ENSG00000244560.6	76	114	38	0	30	38	112	0	38	0	0	76
ENSG00000244561.1	0	0	0	38	0	0	76	0	0	0	0	75
ENSG00000244563.1	190	310	434	551	443	653	228	76	107	13	76	37
ENSG00000244564.1	0	29	0	0	0	21	0	0	0	0	0	0
ENSG00000244565.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244568.3	0	0	0	0	0	0	107	0	0	0	0	0
ENSG00000244571.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244573.3	0	0	0	38	163	0	22	0	76	38	0	0
ENSG00000244575.3	445	220	38	1242	373	30	400	0	0	38	0	38
ENSG00000244578.1	151	38	0	0	0	0	0	0	0	0	0	0
ENSG00000244582.2	1897	1651	569	2065	3000	2009	1670	682	2918	798	1924	1429
ENSG00000244585.1	891	855	416	828	795	1028	396	79	1131	408	578	548
ENSG00000244586.1	1624	670	176	1423	634	394	205	151	772	440	305	324
ENSG00000244588.5	0	0	76	0	0	0	21	0	7	0	0	0
ENSG00000244593.1	1366	835	632	875	1195	1549	945	114	1064	568	713	816
ENSG00000244604.1	325	607	722	847	841	702	790	227	578	464	360	431
ENSG00000244607.5	0	0	0	0	0	0	38	0	0	0	76	0
ENSG00000244610.3	37	0	0	0	0	140	35	62	0	30	147	0
ENSG00000244615.1	0	37	0	0	0	0	0	0	0	0	0	0
ENSG00000244617.2	76	8743	1801	265	551	7394	1356	0	304	38	152	38
ENSG00000244618.3	252	220	139	221	137	276	216	152	227	220	128	139
ENSG00000244619.2	0	0	0	4	0	38	0	0	38	0	0	0
ENSG00000244620.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244621.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244623.1	0	0	0	38	0	0	0	0	0	0	0	0
ENSG00000244624.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244625.5	836	208	336	458	362	759	777	152	188	190	356	114
ENSG00000244627.5	101	290	324	347	198	253	189	71	190	127	225	252
ENSG00000244630.2	0	0	0	38	38	0	0	0	0	0	0	0
ENSG00000244632.3	142	103	24	144	55	358	184	145	56	93	153	83
ENSG00000244640.1	0	0	0	0	0	0	0	0	36	0	0	0
ENSG00000244641.2	76	152	38	114	76	114	76	0	76	0	114	190
ENSG00000244642.3	1851221	1110822	947538	441551	397438	830314	528728	709761	1100074	1233561	538995	464358
ENSG00000244646.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244649.4	36	76	40	0	0	0	62	0	0	0	0	0
ENSG00000244650.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244652.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244653.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244657.1	55	0	0	49	38	35	0	0	76	76	30	0
ENSG00000244661.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244662.1	38	76	0	0	221	38	0	0	114	0	38	38
ENSG00000244668.1	0	112	38	124	74	38	0	76	29	0	0	0
ENSG00000244669.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244671.3	347	204	107	10041	3727	7363	10450	194	177	258	4596	6729
ENSG00000244674.1	409	480	379	368	575	1025	213	143	595	297	395	219
ENSG00000244675.2	113	149	38	570	431	114	76	0	0	0	38	0
ENSG00000244676.5	724	378	324	367	390	381	160	57	152	83	76	37
ENSG00000244677.3	0	0	0	38	0	37	30	0	0	0	0	0
ENSG00000244681.1	38	0	38	45	0	34	0	0	0	0	0	17
ENSG00000244682.7	3499	2858	900	2465	2141	1794	3796	227	455	324	669	190
ENSG00000244687.11	20119	19322	12192	18267	16178	38005	21713	6000	18258	10868	18397	18434
ENSG00000244691.1	380	454	304	114	414	483	265	38	417	227	152	262
ENSG00000244692.3	30866	16419	15215	14315	18996	34171	11635	18577	37559	40999	19332	9079
ENSG00000244693.1	1073	646	304	1253	721	1101	1406	228	266	76	114	266
ENSG00000244694.7	38	0	76	76	0	38	0	0	0	0	38	0
ENSG00000244699.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244701.1	282	386	142	386	350	361	441	62	114	38	132	37
ENSG00000244703.3	1059	793	233	494	720	1667	380	253	605	152	606	266
ENSG00000244705.1	9031	7627	2611	8487	8760	13627	8041	4191	10748	6198	7681	9311
ENSG00000244706.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244708.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244710.3	65	71	221	436	214	316	789	76	199	252	170	519
ENSG00000244712.1	0	0	0	37	0	38	31	0	0	0	0	38
ENSG00000244716.3	11239	12016	4135	12251	39682	15032	6676	4681	13453	7988	9908	7032
ENSG00000244717.1	758	379	494	608	568	797	492	152	410	304	418	266
ENSG00000244720.1	0	38	0	0	0	0	0	0	76	0	0	0
ENSG00000244722.1	921	795	492	1615	1122	1171	1156	551	1078	938	983	1200
ENSG00000244723.3	0	9	0	38	0	29	48	0	37	0	0	0
ENSG00000244730.1	0	0	16	16	0	76	0	0	0	0	0	0
ENSG00000244731.7	912	1555	2765	2779	4183	3603	2376	76	152	38	76	113
ENSG00000244732.3	56	29	0	0	0	33	0	38	0	38	30	0
ENSG00000244733.5	227	222	190	92	163	270	76	114	76	0	76	0
ENSG00000244734.3	900	2111	228	1624	5615	2464	2357	492	986	114	610	789
ENSG00000244738.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244740.1	76	0	0	302	221	115	146	36	38	38	190	76
ENSG00000244743.1	0	0	0	28	38	62	0	0	28	0	0	0
ENSG00000244748.3	0	29	0	0	23	21	51	0	0	0	0	0
ENSG00000244752.2	58	219	38	414	76	152	114	0	76	110	0	76
ENSG00000244753.2	0	0	0	0	0	24	0	0	0	0	0	0
ENSG00000244754.8	9239	9946	6491	11444	13461	10209	8268	1669	6232	3692	4817	3236
ENSG00000244756.1	70	34	0	210	154	34	34	0	74	74	23	34
ENSG00000244757.1	15	40	64	37	0	38	0	0	0	0	0	9
ENSG00000244791.2	0	0	0	76	0	0	38	0	0	0	0	0
ENSG00000244879.5	773	1617	601	1554	1526	1830	784	409	608	169	418	227
ENSG00000244921.2	908	2879	1168	2066	3370	5088	1589	379	1830	608	1138	585
ENSG00000244926.6	38	114	0	114	114	0	76	112	0	0	38	0
ENSG00000244932.2	190	82	76	228	73	92	105	0	38	0	0	0
ENSG00000244945.1	25	76	83	169	51	36	20	76	27	38	29	0
ENSG00000244952.2	38	76	0	0	0	76	0	0	76	0	0	0
ENSG00000244953.1	240	172	46	37	397	22	152	0	0	12	0	0
ENSG00000244968.6	190	38	38	114	38	38	76	0	75	0	0	38
ENSG00000244998.1	38	76	114	0	0	0	0	0	0	0	0	0
ENSG00000245008.3	0	0	0	0	0	0	38	0	0	0	0	0
ENSG00000245017.2	0	0	113	0	114	28	0	0	0	0	0	38
ENSG00000245025.2	227	1085	585	340	583	767	1766	152	38	76	100	76
ENSG00000245059.2	38	38	0	38	38	0	0	0	0	0	0	0
ENSG00000245060.6	1555	1020	733	1142	515	1633	1690	797	1225	234	1158	1257
ENSG00000245067.6	1623	4954	5612	2473	3099	3405	2085	286	187	206	255	91
ENSG00000245080.6	10	76	0	114	54	75	76	0	0	0	0	0
ENSG00000245105.2	74	520	705	1187	695	821	942	60	196	27	212	59
ENSG00000245112.2	871	1666	1183	825	867	1816	1475	190	190	114	210	76
ENSG00000245146.6	27	113	76	0	114	73	107	0	0	38	0	0
ENSG00000245148.2	507	455	80	394	273	336	228	215	38	24	0	147
ENSG00000245149.3	228	113	265	114	719	528	342	78	0	114	114	76
ENSG00000245156.1	8368	6747	4404	6057	3449	8884	6623	3134	7708	5344	6756	5298
ENSG00000245164.6	76	379	39	114	38	76	304	38	114	0	38	0
ENSG00000245205.3	4885	4375	4018	10343	6387	10958	7832	2109	4025	3776	4166	3828
ENSG00000245213.6	529	261	153	502	327	949	352	76	358	394	97	204
ENSG00000245248.7	76	7	114	114	110	76	38	0	0	38	0	76
ENSG00000245261.1	0	144	0	14	38	113	0	0	61	36	76	38
ENSG00000245275.7	0	266	113	146	188	114	114	0	0	22	76	0
ENSG00000245281.6	75	134	76	101	147	0	38	0	38	72	76	0
ENSG00000245293.2	395	524	309	656	234	1106	578	70	673	162	323	242
ENSG00000245311.2	1356	459	488	403	699	681	677	121	966	305	640	908
ENSG00000245317.2	38	303	112	108	0	76	0	38	256	0	38	0
ENSG00000245322.6	1403	770	422	2074	615	2146	3240	234	196	176	268	180
ENSG00000245330.4	0	0	76	0	0	228	0	38	76	0	0	0
ENSG00000245384.1	0	0	0	0	76	38	0	0	38	0	0	38
ENSG00000245385.2	815	1304	1107	1646	940	1718	1060	243	255	341	294	190
ENSG00000245466.1	69	142	72	1257	581	925	1245	368	1192	205	1332	1770
ENSG00000245468.3	38	147	0	0	0	96	152	0	38	0	0	0
ENSG00000245479.2	0	0	0	0	38	0	0	0	0	38	0	0
ENSG00000245482.2	361	444	591	380	336	605	977	138	186	227	76	11
ENSG00000245498.6	60	190	228	114	228	25	76	76	76	114	37	0
ENSG00000245522.2	0	341	189	76	721	679	570	38	184	0	77	76
ENSG00000245526.9	0	0	0	0	76	76	0	0	0	0	38	0
ENSG00000245532.6	47036	203542	94508	162443	65413	173533	104103	32525	107704	12584	140180	111459
ENSG00000245534.6	105	295	109	189	179	127	180	107	309	71	132	86
ENSG00000245552.6	366	144	1792	957	454	924	121	76	0	118	38	0
ENSG00000245556.2	684	485	211	1236	751	1829	494	152	226	228	38	152
ENSG00000245571.6	618	338	417	113	257	609	543	90	76	228	266	190
ENSG00000245573.7	502	568	254	344	1609	456	315	112	224	144	114	75
ENSG00000245598.6	0	0	0	38	0	0	0	0	0	0	0	0
ENSG00000245614.3	76	139	38	114	228	76	184	0	0	38	0	0
ENSG00000245648.1	808	291	733	1496	450	4107	2125	38	86	99	204	190
ENSG00000245651.2	0	0	0	0	0	38	0	0	0	22	0	0
ENSG00000245662.2	72	76	114	38	58	152	0	0	0	0	0	0
ENSG00000245667.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245680.9	830	1468	3553	604	756	2329	2475	266	1025	364	1025	454
ENSG00000245685.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245688.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245694.9	723	304	189	1034	654	1000	759	228	528	152	228	266
ENSG00000245711.2	37	0	39	228	64	0	0	0	0	0	38	0
ENSG00000245719.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245729.2	10	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245748.1	7586	14587	3977	4938	7699	18472	3585	3315	6677	5394	6614	5880
ENSG00000245750.7	0	0	0	0	37	38	0	0	38	0	0	0
ENSG00000245768.6	800	708	143	550	450	1730	750	644	599	431	531	312
ENSG00000245812.2	0	76	38	38	190	114	76	0	0	0	0	0
ENSG00000245832.6	38	0	76	0	0	0	0	0	0	0	0	0
ENSG00000245848.2	6700	8826	1199	6445	2802	4899	7843	1663	3301	2427	2762	2382
ENSG00000245849.6	38	190	0	190	114	151	0	0	76	0	148	67
ENSG00000245857.2	0	0	0	0	0	76	0	0	0	0	0	0
ENSG00000245864.2	69	76	25	61	0	59	133	0	0	0	0	0
ENSG00000245869.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245870.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245888.6	0	76	0	38	175	0	39	0	0	0	0	0
ENSG00000245904.3	7787	3314	1583	2979	2858	4146	2842	713	1283	382	788	569
ENSG00000245910.8	4008	2359	2810	6041	3888	5390	2226	418	1264	910	1346	1404
ENSG00000245928.2	0	0	0	38	0	0	0	0	0	0	0	0
ENSG00000245937.7	911	1025	684	1498	1431	1148	932	416	565	380	646	379
ENSG00000245954.6	0	0	0	10	0	60	76	0	76	38	38	0
